0,0,0,0
0,0,0,0.02325
0,0,0,0.0465
0,0,0,0.06975
0,0,0,0.093
0,0,0,0.11625
0,0,0,0.1395
0,0,0,0.16275
0,0,0,0.186
0,0,0,0.20925
0,0,0,0.2325
0,0,0,0.25575
0,0,0,0.279
0,0,0,0.30225
0,0,0,0.3255
0,0,0,0.34875
0,0,0,0.372
0,0,0,0.39525
0,0,0,0.4185
0,0,0,0.44175
0,0,0,0.465
0,0,0,0.48825
0,0,0,0.5115
0,0,0,0.53475
0,0,0,0.558
0,0,0,0.58125
0,0,0,0.6045
0,0,0,0.62775
0,0,0,0.651
0,0,0,0.67425
0,0,0,0.6975
0,0,0,0.72075
0,0,0,0.744
0,0,0,0.76725
0,0,0,0.7905
0,0,0,0.81375
0,0,0,0.837
0,0,0,0.86025
0,0,0,0.8835
0,0,0,0.90675
0,0,0,0.93
0,0,0,0.90675
0,0,0,0.8835
0,0,0,0.86025
0,0,0,0.837
0,0,0,0.81375
0,0,0,0.7905
0,0,0,0.76725
0,0,0,0.744
0,0,0,0.72075
0,0,0,0.6975
0,0,0,0.67425
0,0,0,0.651
0,0,0,0.62775
0,0,0,0.6045
0,0,0,0.58125
0,0,0,0.558
0,0,0,0.53475
0,0,0,0.5115
0,0,0,0.48825
0,0,0,0.465
0,0,0,0.44175
0,0,0,0.4185
0,0,0,0.39525
0,0,0,0.372
0,0,0,0.34875
0,0,0,0.3255
0,0,0,0.30225
0,0,0,0.279
0,0,0,0.25575
0,0,0,0.2325
0,0,0,0.20925
0,0,0,0.186
0,0,0,0.16275
0,0,0,0.1395
0,0,0,0.11625
0,0,0,0.093
0,0,0,0.06975
0,0,0,0.0465
0,0,0,0.02325
0,0,0,0
0,0,0,-0.02325
0,0,0,-0.0465
0,0,0,-0.06975
0,0,0,-0.093
0,0,0,-0.11625
0,0,0,-0.1395
0,0,0,-0.16275
0,0,0,-0.186
0,0,0,-0.20925
0,0,0,-0.2325
0,0,0,-0.25575
0,0,0,-0.279
0,0,0,-0.30225
0,0,0,-0.3255
0,0,0,-0.34875
0,0,0,-0.372
0,0,0,-0.39525
0,0,0,-0.4185
0,0,0,-0.44175
0,0,0,-0.465
0,0,0,-0.48825
0,0,0,-0.5115
0,0,0,-0.53475
0,0,0,-0.558
0,0,0,-0.58125
0,0,0,-0.6045
0,0,0,-0.62775
0,0,0,-0.651
0,0,0,-0.67425
0,0,0,-0.6975
0,0,0,-0.72075
0,0,0,-0.744
0,0,0,-0.76725
0,0,0,-0.7905
0,0,0,-0.81375
0,0,0,-0.837
0,0,0,-0.86025
0,0,0,-0.8835
0,0,0,-0.90675
0,0,0,-0.93
0,0,0,-0.90675
0,0,0,-0.8835
0,0,0,-0.86025
0,0,0,-0.837
0,0,0,-0.81375
0,0,0,-0.7905
0,0,0,-0.76725
0,0,0,-0.744
0,0,0,-0.72075
0,0,0,-0.6975
0,0,0,-0.67425
0,0,0,-0.651
0,0,0,-0.62775
0,0,0,-0.6045
0,0,0,-0.58125
0,0,0,-0.558
0,0,0,-0.53475
0,0,0,-0.5115
0,0,0,-0.48825
0,0,0,-0.465
0,0,0,-0.44175
0,0,0,-0.4185
0,0,0,-0.39525
0,0,0,-0.372
0,0,0,-0.34875
0,0,0,-0.3255
0,0,0,-0.30225
0,0,0,-0.279
0,0,0,-0.25575
0,0,0,-0.2325
0,0,0,-0.20925
0,0,0,-0.186
0,0,0,-0.16275
0,0,0,-0.1395
0,0,0,-0.11625
0,0,0,-0.093
0,0,0,-0.06975
0,0,0,-0.0465
0,0,0,-0.02325
0,0,0,0
